"","BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.DATE","high.end"
"11040",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",218,1160,NA,"R4","416 WASHINGTON STREET","5G",10013,0,0,0,"0","2,421",2004,2,"R4","10/29/2018","1"
"11041",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",218,1302,NA,"R4","415 WASHINGTON STREET, THB","1B",10013,0,0,0,"0","3,500",2010,2,"R4","01/30/2019","1"
"11042",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",219,1025,NA,"R4","429 GREENWICH STREET","7C",10013,0,0,0,"0","2,667",0,2,"R4","11/08/2018","1"
"11043",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",219,1308,NA,"R4","169 HUDSON STREET","4S",10013,0,0,0,"0","3,584",0,2,"R4","10/15/2018","1"
"11044",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",220,1203,NA,"R4","28 LAIGHT STREET, 1C","1C",10013,0,0,0,"0","3,428",0,2,"R4","04/08/2019","1"
"11045",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",220,1212,NA,"R4","28 LAIGHT STREET, 3B","3B",10013,0,0,0,"0","2,686",0,2,"R4","08/21/2019","0"
"11046",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1013,NA,"R4","181 HUDSON STREET, 6D","6D",10013,0,0,0,"0","1,840",1909,2,"R4","01/03/2019","1"
"11048",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1106,NA,"R4","195 HUDSON STREET, 2C","2C",10013,0,0,0,"0","2,436",0,2,"R4","01/18/2019","1"
"11049",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1204,NA,"R4","443 GREENWICH STREET","1D",10013,0,0,0,"0","2,644",1905,2,"R4","11/28/2018","1"
"11050",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1206,NA,"R4","443 GREENWICH STREET, 1F","1F",10013,0,0,0,"0","2,429",1905,2,"R4","04/24/2019","1"
"11051",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1207,NA,"R4","443 GREENWICH STREET, 1G","1G",10013,0,0,0,"0","2,811",1905,2,"R4","02/01/2019","1"
"11052",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1214,NA,"R4","443 GREENWICH STREET","2F",10013,0,0,0,"0","2,770",1905,2,"R4","10/04/2018","1"
"11053",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1220,NA,"R4","443 GREENWICH STREET, 3C","3C",10013,0,0,0,"0","3,227",1905,2,"R4","01/15/2019","1"
"11054",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1229,NA,"R4","443 GREENWICH STREET","4E",10013,0,0,0,"0","3,768",1905,2,"R4","10/04/2018","1"
"11056",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",222,1251,NA,"R4","443 GREENWICH ST, PHF","PHF",10013,0,0,0,"0","2,964",1905,2,"R4","02/26/2019","1"
"11057",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1102,NA,"R4","62 VESTRY STREET","1A",10013,0,0,0,"0","1,145",2016,2,"R4","12/05/2018","1"
"11058",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1104,NA,"R4","70 VESTRY STREET, 3B","3B",10013,0,0,0,"0","3,252",2016,2,"R4","05/09/2019","0"
"11059",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1105,NA,"R4","70 VESTRY STREET, 3C","3C",10013,0,0,0,"0","1,670",2016,2,"R4","02/12/2019","1"
"11062",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1123,NA,"R4","70 VESTRY STREET, 6C","6C",10013,0,0,0,"0","1,906",2016,2,"R4","02/12/2019","1"
"11063",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1124,NA,"R4","70 VESTRY STREET, 6D","6D",10013,0,0,0,"0","2,536",2016,2,"R4","02/12/2019","1"
"11064",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1125,NA,"R4","70 VESTRY STREET, 6E","6E",10013,0,0,0,"0","2,965",2016,2,"R4","02/12/2019","1"
"11065",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1126,NA,"R4","70 VESTRY STREET, 6F","6F",10013,0,0,0,"0","2,445",2016,2,"R4","02/12/2019","1"
"11066",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1127,NA,"R4","70 VESTRY STREET, 7A","7A",10013,0,0,0,"0","2,844",2016,2,"R4","02/12/2019","1"
"11067",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1128,NA,"R4","70 VESTRY STREET, 7B","7B",10013,0,0,0,"0","3,242",2016,2,"R4","02/12/2019","1"
"11069",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1130,NA,"R4","70 VESTRY STREET, 7D","7D",10013,0,0,0,"0","2,536",2016,2,"R4","02/12/2019","1"
"11071",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1132,NA,"R4","70 VESTRY STREET, 7F","7F",10013,0,0,0,"0","2,445",2016,2,"R4","02/12/2019","1"
"11072",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1134,NA,"R4","70 VESTRY STREET, 8W","8W",10013,0,0,0,"0","2,609",2016,2,"R4","02/12/2019","1"
"11073",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1137,NA,"R4","70 VESTRY STREET, 9W","9W",10013,0,0,0,"0","2,592",2016,2,"R4","02/12/2019","1"
"11074",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1138,NA,"R4","70 VESTRY STREET","9S",10013,0,0,0,"0","4,355",2016,2,"R4","12/14/2018","1"
"11075",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1140,NA,"R4","70 VESTRY STREET, 10W","10W",10013,0,0,0,"0","2,592",2016,2,"R4","02/12/2019","1"
"11076",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1141,NA,"R4","62 VESTRY STREET","10S",10013,0,0,0,"0","4,127",2016,2,"R4","10/02/2018","1"
"11077",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1143,NA,"R4","70 VESTRY STREET, 11W","11W",10013,0,0,0,"0","2,592",2016,2,"R4","02/12/2019","1"
"11078",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1144,NA,"R4","70 VESTRY STREET, 12S","12S",10013,0,0,0,"0","8,346",2016,2,"R4","02/15/2019","1"
"11079",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1145,NA,"R4","62 VESTRY STREET","12N",10013,0,0,0,"0","4,647",2016,2,"R4","10/23/2018","1"
"11080",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1146,NA,"R4","62 VESTRY STREET","PHN",10013,0,0,0,"0","6,547",2016,2,"R4","12/20/2018","1"
"11081",1,"TRIBECA","13 CONDOS - ELEVATOR APARTMENTS","2",223,1147,NA,"R4","62 VESTRY STREET","PHS",10013,0,0,0,"0","7,808",2016,2,"R4","12/10/2018","1"
"11082",1,"TRIBECA","17 CONDO COOPS","2",143,1103,NA,"R9","179 DUANE STREET, 2W","",10013,0,0,0,"0","0",0,2,"R9","08/09/2019","0"
"11083",1,"TRIBECA","17 CONDO COOPS","2",189,1006,NA,"R9","6 VARICK STREET, 9C","",10013,0,0,0,"0","0",1915,2,"R9","03/12/2019","0"
"11086",1,"TRIBECA","07 RENTALS - WALKUP APARTMENTS","2A",193,38,NA,"C4","59 WALKER STREET","",10013,4,1,5,"2,479","10,311",1910,2,"C4","02/13/2019","0"
"11087",1,"TRIBECA","14 RENTALS - 4-10 UNIT","2A",143,19,NA,"S3","331 GREENWICH STREET","",10013,3,1,4,"2,603","6,368",1920,2,"S3","10/04/2018","0"
"11088",1,"TRIBECA","07 RENTALS - WALKUP APARTMENTS","2B",187,5,NA,"C7","184 FRANKLIN STREET, 6","",10013,9,1,10,"1,857","9,214",1901,2,"C7","07/24/2019","0"
"11091",1,"TRIBECA","09 COOPS - WALKUP APARTMENTS","2C",137,27,NA,"C6","158 CHAMBERS STREET, 5","",10007,0,0,0,"0","0",1915,2,"C6","06/26/2019","0"
"11092",1,"TRIBECA","09 COOPS - WALKUP APARTMENTS","2C",179,61,NA,"C6","149 FRANKLIN STREET, 3","",10013,0,0,0,"0","0",1915,2,"C6","12/20/2018","1"
"11094",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",143,8,NA,"D4","171 DUANE STREET, 5","",10013,0,0,0,"0","0",1920,2,"D4","01/31/2019","0"
"11095",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",143,25,NA,"D4","14 JAY STREET, 7","",10013,0,0,0,"0","0",1920,2,"D4","01/28/2019","1"
"11096",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",187,2,NA,"D4","178 FRANKLIN STREET, 1-2","",10013,0,0,0,"0","0",1915,2,"D4","06/11/2019","1"
"11098",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",189,10,NA,"D4","156 FRANKLIN STREET, 1R","",10013,0,0,0,"0","0",1910,2,"D4","02/28/2019","0"
"11099",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",190,38,NA,"D4","10 BEACH STREET, 4","",10013,0,0,0,"0","0",1915,2,"D4","10/25/2018","0"
"11102",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",218,2,NA,"D4","76 LAIGHT STREET, 9","",10013,0,0,0,"0","0",1915,2,"D4","12/18/2018","0"
"11103",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",218,9,NA,"D4","430 GREENWICH ST, 4","",10013,0,0,0,"0","0",1920,2,"D4","10/24/2018","1"
"11104",1,"TRIBECA","10 COOPS - ELEVATOR APARTMENTS","2C",220,26,NA,"D0","13 VESTRY STREET, 2","",10013,0,0,0,"0","0",1915,2,"D0","05/23/2019","1"
"11107",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",137,1405,NA,"R1","148 CHAMBERS STREET, 5","5",10007,0,0,0,"0","1,582",1915,2,"R1","07/09/2019","1"
"11108",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",137,1406,NA,"R1","148 CHAMBERS STREET, 6","6",10007,0,0,0,"0","1,582",1915,2,"R1","07/31/2019","1"
"11110",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",179,1506,NA,"R1","15 LEONARD STREET, PH","PH",10013,0,0,0,"0","4,574",1940,2,"R1","02/07/2019","1"
"11111",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",179,1602,NA,"R1","24 LEONARD STREET, 2","2",10013,0,0,0,"0","4,859",1940,2,"R1","03/21/2019","1"
"11112",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",179,1603,NA,"R1","24 LEONARD STREET, 3","3",10013,0,0,0,"0","4,110",1940,2,"R1","06/04/2019","1"
"11113",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",179,1604,NA,"R1","24 LEONARD ST, 4","4",10013,0,0,0,"0","4,929",1940,2,"R1","04/29/2019","1"
"11114",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",179,1605,NA,"R1","24 LEONARD ST, 5","5",10013,0,0,0,"0","4,935",1940,2,"R1","04/10/2019","1"
"11117",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",179,1608,NA,"R1","24 LEONARD STREET, PH","PH",10013,0,0,0,"0","7,261",1940,2,"R1","06/28/2019","1"
"11118",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",180,1352,NA,"R1","13 HARRISON STREET","2",10013,0,0,0,"0","8,442",1920,2,"R1","10/18/2018","1"
"11119",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",180,1352,NA,"R1","13 HARRISON STREET","2",10013,0,0,0,"0","8,442",1920,2,"R1","10/18/2018","1"
"11120",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",180,1406,NA,"R1","339 GREENWICH STREET, 4W","",10013,0,0,0,"0","2,116",0,2,"R1","05/08/2019","1"
"11121",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",180,1406,NA,"R1","339 GREENWICH STREET, 4W","",10013,0,0,0,"0","2,116",0,2,"R1","05/08/2019","1"
"11122",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",189,1205,NA,"R1","112 HUDSON STREET","5",10013,0,0,0,"0","1,103",0,2,"R1","11/06/2018","0"
"11123",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",189,1405,NA,"R1","152 FRANKLIN STREET","6 Res",10013,0,0,0,"0","3,510",0,2,"R1","11/01/2018","1"
"11124",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",190,1701,NA,"R1","240 WEST BROADWAY, 1","1",10013,0,0,0,"0","5,115",2008,2,"R1","12/28/2018","0"
"11125",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",193,1303,NA,"R1","37 WALKER STREET, 3","3",10013,0,0,0,"0","1,978",1875,2,"R1","04/23/2019","1"
"11126",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",193,1304,NA,"R1","37 WALKER STREET, 4","4",10013,0,0,0,"0","2,191",1875,2,"R1","03/08/2019","1"
"11127",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",193,1606,NA,"R1","42 WHITE STREET, 6","6",10013,0,0,0,"0","1,669",0,2,"R1","03/12/2019","1"
"11128",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",193,2003,NA,"R1","60 WHITE STREET","2E",10013,0,0,0,"0","1,946",1920,2,"R1","11/02/2018","1"
"11129",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",214,1403,NA,"R1","403 GREENWICH STREET","C",10013,0,0,0,"0","1,953",2015,2,"R1","10/08/2018","0"
"11130",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",215,1306,NA,"R1","151 HUDSON STREET","6",10013,0,0,0,"0","883",1910,2,"R1","10/12/2018","0"
"11131",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",215,1307,NA,"R1","151 HUDSON STREET","7",10013,0,0,0,"0","1,565",1910,2,"R1","10/12/2018","0"
"11132",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",218,1003,NA,"R1","88 LAIGHT STREET, 3","3",10013,0,0,0,"0","1,677",0,2,"R1","02/01/2019","1"
"11133",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",218,1004,NA,"R1","88 LAIGHT STREET, 4","4",10013,0,0,0,"0","2,050",0,2,"R1","07/18/2019","1"
"11134",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",218,1205,NA,"R1","78 LAIGHT STREET","4A",10013,0,0,0,"0","2,994",2006,2,"R1","12/11/2018","1"
"11135",1,"TRIBECA","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C",224,1202,NA,"R1","449 WASHINGTON STREET","2",10013,0,0,0,"0","1,665",1920,2,"R1","11/08/2018","0"
"11137",1,"TRIBECA","16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT","2C",144,1002,NA,"R1","42 HUDSON STREET, 2FL","2FL",10013,0,0,0,"0","1,900",1915,2,"R8","02/27/2019","1"
"11138",1,"TRIBECA","17 CONDO COOPS","2C",180,1151,NA,"R9","11 JAY STREET, 4","",10013,0,0,0,"0","0",1920,2,"R9","11/16/2018","1"
"11139",1,"TRIBECA","17 CONDO COOPS","2C",180,1151,NA,"R9","11 JAY STREET, 4","",10013,0,0,0,"0","0",1920,2,"R9","11/16/2018","1"
"11140",1,"TRIBECA","17 CONDO COOPS","2C",181,1202,NA,"R9","12 HARRISON STREET, 2","",10013,0,0,0,"0","0",1920,2,"R9","10/29/2018","1"
"11142",1,"TRIBECA","17 CONDO COOPS","2C",194,1102,NA,"R9","44 WALKER STREET, 5","",10013,0,0,0,"0","0",1915,2,"R9","06/20/2019","1"
"11143",1,"TRIBECA","21 OFFICE BUILDINGS","4",181,2,NA,"O5","10 HARRISON STREET","",10013,0,1,1,"2,246","12,400",1920,4,"O5","09/12/2019","1"
"11145",1,"TRIBECA","21 OFFICE BUILDINGS","4",221,30,NA,"O6","200 HUDSON STREET","",10013,0,23,23,"25,415","328,415",1927,4,"O6","04/16/2019","0"
"11147",1,"TRIBECA","21 OFFICE BUILDINGS","4",225,8,NA,"O6","205 HUDSON STREET","",10013,0,19,19,"24,675","321,641",1928,4,"O6","04/16/2019","0"
"11148",1,"TRIBECA","23 LOFT BUILDINGS","4",181,41,NA,"L9","24 HARRISON STREET","",10013,3,2,5,"1,527","5,999",1915,4,"L9","10/04/2018","0"
"11149",1,"TRIBECA","29 COMMERCIAL GARAGES","4",187,21,NA,"G1","56 NORTH MOORE STREET","",10013,0,1,1,"8,771","41,067",1940,4,"G1","12/31/2018","0"
"11150",1,"TRIBECA","43 CONDO OFFICE BUILDINGS","4",187,1104,NA,"RB","375 GREENWICH STREET, 3","3",10013,0,0,0,"0","6,065",1956,4,"RB","04/10/2019","1"
"11151",1,"TRIBECA","43 CONDO OFFICE BUILDINGS","4",188,1003,NA,"RB","65 NORTH MOORE STREET, 2","2",10013,0,0,0,"0","3,291",0,4,"RB","02/15/2019","0"
"11153",1,"TRIBECA","43 CONDO OFFICE BUILDINGS","4",214,1109,NA,"RB","145 HUDSON STREET","200B",10013,0,0,0,"0","658",0,4,"RB","10/30/2018","1"
"11155",1,"TRIBECA","44 CONDO PARKING","4",219,1046,NA,"RG","429 GREENWICH STREET","",10013,0,0,0,"0","328",0,4,"RG","11/08/2018","0"
"11156",1,"TRIBECA","45 CONDO HOTELS","4",16,9002,NA,"RH","2 WEST STREET","HOTL",10004,0,0,0,"0","289,550",0,4,"RH","12/19/2018","1"
"11157",1,"TRIBECA","46 CONDO STORE BUILDINGS","4",16,6184,NA,"RK","21 SOUTH END AVENUE, COMM2","",10280,0,0,0,"0","9,653",0,4,"RK","06/11/2019","0"
"11158",1,"TRIBECA","46 CONDO STORE BUILDINGS","4",143,1001,NA,"RK","8 JAY STREET, COMM","COMM",10013,0,0,0,"0","4,702",1915,4,"RK","03/26/2019","1"
"11159",1,"TRIBECA","47 CONDO NON-BUSINESS STORAGE","4",142,1367,NA,"RS","200 CHAMBERS STREET, ST6","ST6",10007,0,0,0,"0","40",2005,4,"RS","07/11/2019","0"
"11160",1,"TRIBECA","47 CONDO NON-BUSINESS STORAGE","4",142,1367,NA,"RS","200 CHAMBERS STREET, ST6","ST6",10007,0,0,0,"0","40",2005,4,"RS","06/21/2019","0"
"11161",1,"TRIBECA","47 CONDO NON-BUSINESS STORAGE","4",142,1368,NA,"RS","200 CHAMBERS STREET, ST7","ST7",10007,0,0,0,"0","40",2005,4,"RS","07/11/2019","0"
"11162",1,"TRIBECA","47 CONDO NON-BUSINESS STORAGE","4",142,1368,NA,"RS","200 CHAMBERS STREET, ST7","ST7",10007,0,0,0,"0","40",2005,4,"RS","06/21/2019","0"
"11163",1,"TRIBECA","47 CONDO NON-BUSINESS STORAGE","4",142,1402,NA,"RS","200 CHAMBERS STREET","ST41",10007,0,0,0,"0","40",2005,4,"RS","12/14/2018","0"
"11167",1,"TRIBECA","47 CONDO NON-BUSINESS STORAGE","4",214,1157,NA,"RS","145 HUDSON STREET, STG-I","STG-I",10013,0,0,0,"0","35",0,4,"RS","06/24/2019","1"
"11168",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1380,48,NA,"A4","46 EAST 66TH STREET","",10065,1,0,1,"2,008","5,900",1920,1,"A4","05/08/2019","1"
"11169",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1381,61,NA,"A7","14 EAST 67TH STREET","",10065,1,0,1,"4,820","14,240",1905,1,"A7","06/04/2019","1"
"11170",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1383,32,NA,"A4","49 EAST 68TH STREET","",10065,1,0,1,"2,510","8,200",1910,1,"A4","02/19/2019","1"
"11171",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1395,45,NA,"A4","160 EAST 61ST STREET","",10065,1,0,1,"1,908","4,750",1899,1,"A4","06/27/2019","1"
"11173",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1398,5,NA,"A4","101 EAST 63RD STREET","",10065,1,0,1,"2,510","7,349",1970,1,"A4","01/15/2019","1"
"11174",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1399,146,NA,"A4","140 EAST 65TH STREET","",10065,1,0,1,"2,008","6,200",1899,1,"A4","06/19/2019","1"
"11176",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1405,145,NA,"A4","160 EAST 71ST STREET","",10021,1,0,1,"1,632","4,314",1910,1,"A4","04/16/2019","1"
"11177",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1408,59,NA,"A7","134 EAST 74TH STREET","",10021,1,0,1,"2,556","9,050",1901,1,"A7","06/20/2019","1"
"11179",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1412,68,NA,"S1","106 EAST 78TH STREET","",10075,1,1,2,"1,839","4,344",1899,1,"S1","06/10/2019","1"
"11182",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1416,29,NA,"A4","246 EAST 62ND STREET","",10065,1,0,1,"1,707","3,368",1905,1,"A4","03/08/2019","1"
"11184",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1422,35,NA,"A4","236 EAST 68TH STREET","",10065,1,0,1,"1,817","3,528",1899,1,"A4","12/31/2018","0"
"11185",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1426,140,NA,"A4","216 EAST 72ND STREET","",10021,1,0,1,"1,822","3,457",1901,1,"A4","01/31/2019","1"
"11186",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1432,142,NA,"A4","212 EAST 78TH STREET","",10075,1,0,1,"1,362","2,600",1899,1,"A4","06/04/2019","0"
"11187",1,"UPPER EAST SIDE (59-79)","01 ONE FAMILY DWELLINGS","1",1443,33,NA,"A4","358 EAST 69TH STREET","",10021,1,0,1,"1,289","3,898",1899,1,"A4","02/22/2019","1"
"11188",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1388,46,NA,"B3","36-38 EAST 74TH STREET","",10021,2,0,2,"4,087","4,720",1920,1,"B3","06/28/2019","1"
"11189",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1392,159,NA,"B9","26 EAST 78TH STREET","",10075,2,0,2,"1,201","3,945",1910,1,"B9","05/30/2019","1"
"11190",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1395,62,NA,"B3","126 EAST 61ST ST","",10065,2,0,2,"1,808","3,744",1910,1,"B3","03/16/2019","0"
"11191",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1396,10,NA,"B9","123 EAST 61ST STREET","",10065,2,0,2,"1,908","6,850",1900,1,"B9","11/05/2018","0"
"11192",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1408,61,NA,"B1","132 EAST 74TH STREET","",10021,2,0,2,"1,916","5,161",1910,1,"B1","07/08/2019","1"
"11193",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1409,46,NA,"B3","182 EAST 75TH STREET","",10021,2,0,2,"1,839","4,320",1920,1,"B3","06/03/2019","1"
"11194",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1413,14,NA,"B1","127 EAST 78 STREET","",10075,2,0,2,"1,745","3,536",1899,1,"B1","04/23/2019","0"
"11195",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1413,120,NA,"S2","1129 LEXINGTON AVENUE","",10075,2,1,3,"1,400","5,248",1910,1,"S2","04/17/2019","1"
"11196",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1415,40,NA,"S2","218 EAST 61ST STREET","",10065,2,1,3,"2,008","3,000",1910,1,"S2","11/29/2018","1"
"11197",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1416,16,NA,"B1","237 EAST 61ST STREET","",10065,2,0,2,"2,008","5,640",1905,1,"B1","04/30/2019","1"
"11198",1,"UPPER EAST SIDE (59-79)","02 TWO FAMILY DWELLINGS","1",1433,19,NA,"B3","255 EAST 78TH STREET","",10075,2,0,2,"1,413","2,730",1899,1,"B3","08/22/2019","0"
"11199",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1380,146,NA,"C5","50 EAST 66TH STREET","",10065,11,1,12,"2,008","7,549",1920,2,"C5","01/02/2019","0"
"11200",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1385,60,NA,"C5","16 EAST 71ST STREET","",10021,16,1,17,"2,554","12,060",1930,2,"C5","01/01/2019","0"
"11202",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1428,21,NA,"C7","1403 SECOND AVENUE","",10021,16,1,17,"1,916","9,580",1910,2,"C7","06/25/2019","1"
"11203",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1429,29,NA,"C5","242 EAST 75TH STREET","",10021,20,0,20,"2,554","7,895",1910,2,"C5","04/17/2019","0"
"11204",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1429,30,NA,"C7","240 EAST 75TH STREET","",10021,10,2,12,"2,554","7,951",1910,2,"C7","03/27/2019","1"
"11205",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1432,34,NA,"C4","244 EAST 78TH STREET","",10075,24,0,24,"3,831","11,570",1910,2,"C4","04/17/2019","0"
"11206",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1432,120,NA,"C7","251 EAST 77TH STREET","",10075,14,2,16,"2,500","11,430",1910,2,"C7","06/05/2019","1"
"11207",1,"UPPER EAST SIDE (59-79)","07 RENTALS - WALKUP APARTMENTS","2",1435,30,NA,"C7","1111 1 AVENUE","",10065,14,1,15,"2,313","9,633",1910,2,"C7","02/28/2019","0"
